"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","category","letter","correct_response","correct_response_key","trial_counter","current_image","test_triplet","foil_triplet","correct","firstSequencePaths","secondSequencePaths"
"","","","","","image-keyboard-response","632","2.0.0","667698","p20xng64d9m","p73","null","stimuli/bridge_48.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","633","2.0.0","668701","p20xng64d9m","p73","null","<p></p>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","634","2.0.0","669705","p20xng64d9m","p73","null","<p>Sequence 2</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","635","2.0.0","670710","p20xng64d9m","p73","null","stimuli/bathroom_36.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","636","2.0.0","671714","p20xng64d9m","p73","null","stimuli/bar_29.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","637","2.0.0","672718","p20xng64d9m","p73","null","stimuli/bridge_48.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","638","2.0.0","673473","p20xng64d9m","p73","753","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","2","","","1","","","","[""J"",""K"",""L""]","[""D"",""H"",""L""]","false","[""<p>Sequence 1</p>"",""stimuli/desert_4.jpg"",""stimuli/woods_26.jpg"",""stimuli/bridge_48.jpg""]","[""<p>Sequence 2</p>"",""stimuli/bathroom_36.jpg"",""stimuli/bar_29.jpg"",""stimuli/bridge_48.jpg""]"
"","","","","","html-keyboard-response","639","2.0.0","674475","p20xng64d9m","p73","null","<p>Sequence 1</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","640","2.0.0","675480","p20xng64d9m","p73","null","stimuli/playground_11.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","641","2.0.0","676485","p20xng64d9m","p73","null","stimuli/woods_26.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","642","2.0.0","677489","p20xng64d9m","p73","null","stimuli/kitchen_6.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","643","2.0.0","678493","p20xng64d9m","p73","null","<p></p>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","644","2.0.0","679496","p20xng64d9m","p73","null","<p>Sequence 2</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","645","2.0.0","680500","p20xng64d9m","p73","null","stimuli/street_66.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","646","2.0.0","681505","p20xng64d9m","p73","null","stimuli/gym_67.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","647","2.0.0","682509","p20xng64d9m","p73","null","stimuli/kitchen_6.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","648","2.0.0","682993","p20xng64d9m","p73","482","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","2","","","2","","","","[""A"",""B"",""C""]","[""G"",""K"",""C""]","true","[""<p>Sequence 1</p>"",""stimuli/playground_11.jpg"",""stimuli/woods_26.jpg"",""stimuli/kitchen_6.jpg""]","[""<p>Sequence 2</p>"",""stimuli/street_66.jpg"",""stimuli/gym_67.jpg"",""stimuli/kitchen_6.jpg""]"
"","","","","","survey-text","649","2.0.0","705863","p20xng64d9m","p73","22860","","{""Q0"":""Pattern recognition?"",""Q1"":""No"",""Q2"":""Probably""}","","","","","","","","","","",""
